stage,id,true_label,verdict,score,threshold,fired_rules,blocked,action,correct,avg_response_time_ms,num_runs
email,gen_phish_009_timetable.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.061208499982967624,20
email,gen_phish_010_ictupdate.eml,phishing,PHISHING,7,4,E1;E2;E3,True,warn_user,True,0.08470425000268733,20
email,gen_phish_011_library.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.11700085005941219,20
email,gen_phish_012_survey.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.0688320500557893,20
email,gen_phish_013_convocation.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.07083035002324323,20
email,gen_phish_014_sug.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.04486869997890608,20
email,gen_phish_015_transcript.eml,phishing,PHISHING,7,4,E1;E2;E3,True,warn_user,True,0.056265050125148264,20
email,gen_phish_031_ict.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.05953590002718556,20
email,gen_phish_032_bursary.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.0573784996959148,20
email,gen_phish_033_security.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.06582105015695561,20
email,gen_phish_034_registrar.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.08123494999381364,20
email,gen_phish_035_examsoffice.eml,phishing,PHISHING,7,4,E1;E2;E3,True,warn_user,True,0.12070960001437925,20
email,gen_phish_036_scholarship.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.055252300035135704,20
email,gen_phish_037_hostel.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.05495964987858315,20
email,gen_phish_038_vc.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.07791020002514415,20
email,gen_phish_039_timetable.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.0671813500503049,20
email,gen_phish_040_ictupdate.eml,phishing,PHISHING,7,4,E1;E2;E3,True,warn_user,True,0.07050429994706064,20
email,gen_phish_041_library.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.052179100066496176,20
email,gen_phish_042_survey.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.10801954999806185,20
email,gen_phish_043_convocation.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.06105405000198516,20
email,gen_phish_044_sug.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,0.04832629997508775,20
email,gen_phish_045_transcript.eml,phishing,PHISHING,7,4,E1;E2;E3,True,warn_user,True,0.05626630013466638,20
url,http://crescentuniversity.edu.ng@crescentuni-verify-1.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,0.020126499885009252,20
url,http://portal-crescentuni.cf/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,0.012536300164356362,20
url,https://crescent-uni-portal.xyz/docs/view?id=3,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,0.013370950136959436,20
url,http://login.secure.crescent-id.cf/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,0.01358184999844525,20
url,http://203.0.113.104:8443/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.014801299994360306,20
url,http://198.51.100.235/login/verify?id=6,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.013596599910670193,20
url,http://crescentuniversity.edu.ng@crescent-uni-verify-7.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,0.011850449982375721,20
url,http://verify-crescent-uni-verify.work/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,0.0138919500841439,20
url,https://crescentuni-portal.work/docs/view?id=9,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,0.013923500046075787,20
url,http://login.secure.crescent-id.gq/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,0.013308099892128666,40
url,http://198.51.100.192:9090/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.015030200074761524,20
url,http://203.0.113.193/login/verify?id=12,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.016244650123553583,20
url,http://crescentuniversity.edu.ng@crescent-uni-verify-13.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,0.014987800022936426,20
url,http://id-crescentuni-secure.xyz/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,0.013337649943423457,20
url,https://crescent-portal.ga/docs/view?id=15,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,0.01388344994666113,20
url,http://login.secure.crescent-uni-id.work/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,0.01662125005168491,20
url,http://198.51.100.222:8080/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.013246799971966539,20
url,http://198.51.100.204/login/verify?id=18,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.012959900050191209,20
url,http://crescentuniversity.edu.ng@crescent-uni-verify-19.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,0.012533750123111531,20
url,http://id-crescentuni-login.top/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,0.014205249954102328,20
url,https://crescentuni-portal.work/docs/view?id=21,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,0.014558700195266283,20
url,http://login.secure.crescent-uni-id.gq/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,0.012724049975076923,20
url,http://198.51.100.176:9090/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.013683799852515222,20
url,http://203.0.113.198/login/verify?id=24,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.013292849826029851,20
url,http://crescentuniversity.edu.ng@crescent-uni-verify-25.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,0.011692250200212584,20
url,http://secure-crescentuni-portal.top/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,0.015253399942594115,20
url,https://crescent-portal.work/docs/view?id=27,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,0.01665335007601243,20
url,http://198.51.100.131:8080/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.013296699989950866,20
url,http://203.0.113.217/login/verify?id=30,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.01366635005979333,20
url,http://crescentuniversity.edu.ng@crescent-uni-verify-31.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,0.011778049974964233,20
url,http://id-crescent-uni-verify.ga/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,0.01839194997046434,20
url,https://crescentuni-portal.ga/docs/view?id=33,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,0.011803950019384502,20
url,http://login.secure.crescent-uni-id.tk/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,0.01186955014418345,20
url,http://203.0.113.127:8080/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.013710450048165512,20
url,http://203.0.113.226/login/verify?id=36,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.013971750149721629,20
url,http://crescentuniversity.edu.ng@crescentuni-verify-37.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,0.02145434991689399,20
url,http://secure-crescent-verify.ml/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,0.01339239975095552,20
url,https://crescent-portal.work/docs/view?id=39,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,0.018347749937674962,20
url,http://login.secure.crescent-id.ga/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,0.015569700008200016,20
url,http://203.0.113.244:9090/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.013459899992085411,20
url,http://203.0.113.137/login/verify?id=42,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.017290000005232287,20
url,http://crescentuniversity.edu.ng@crescent-uni-verify-43.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,0.01470170004722604,20
url,http://login-crescentuni-alerts.cf/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,0.013283799944474595,20
url,https://crescent-uni-portal.gq/docs/view?id=45,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,0.012695899977188674,20
url,http://login.secure.crescentuni-id.xyz/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,0.016745500124670798,20
url,http://203.0.113.32:8080/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.013750799962508609,20
url,http://198.51.100.88/login/verify?id=48,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,0.013506699951904011,20
url,http://crescentuniversity.edu.ng@crescent-verify-49.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,0.011834049928438617,20
url,http://id-crescent-uni-verify.cf/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,0.012733350058624637,20
url,https://portal.crescentuniversity.edu.ng/resource/1,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012871000035374891,20
url,https://drive.crescentuniversity.edu.ng/resource/2,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.013010700195081881,20
url,https://portal.crescentuniversity.edu.ng/resource/3,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012285250068089226,20
url,https://accounts.google.com/signin,legitimate,LEGITIMATE,0,4,,False,allow,True,0.013314049897417135,80
url,https://drive.crescentuniversity.edu.ng/resource/5,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012363500127321458,20
url,https://portal.crescentuniversity.edu.ng/resource/6,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.014215649980542366,20
url,https://library.crescentuniversity.edu.ng/resource/7,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012481000021580257,20
url,https://www.wikipedia.org/wiki/Security,legitimate,LEGITIMATE,0,4,,False,allow,True,0.012323849932727171,40
url,https://mail.crescentuniversity.edu.ng/resource/9,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012823600036426797,20
url,https://registrar.crescentuniversity.edu.ng/resource/10,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.013110400095683872,20
url,https://bursary.crescentuniversity.edu.ng/resource/11,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.01219545006279077,20
url,https://zoom.us/signin,legitimate,LEGITIMATE,0,4,,False,allow,True,0.01374565007002578,60
url,https://hostel.crescentuniversity.edu.ng/resource/13,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.01760780000950035,20
url,https://registrar.crescentuniversity.edu.ng/resource/14,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.01879295000435377,20
url,https://mail.crescentuniversity.edu.ng/resource/15,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012269999979253043,20
url,https://elearning.crescentuniversity.edu.ng/resource/17,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012265300028957427,20
url,https://elearning.crescentuniversity.edu.ng/resource/18,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.014107750075709191,20
url,https://hostel.crescentuniversity.edu.ng/resource/19,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.01824480000323092,20
url,https://hostel.crescentuniversity.edu.ng/resource/21,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012677099948632531,20
url,https://exams.crescentuniversity.edu.ng/resource/22,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012180800013084081,20
url,https://registrar.crescentuniversity.edu.ng/resource/23,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.013019599919061875,20
url,https://drive.crescentuniversity.edu.ng/resource/25,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.01775534997250361,20
url,https://exams.crescentuniversity.edu.ng/resource/26,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.015531799908785615,20
url,https://library.crescentuniversity.edu.ng/resource/27,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012500749971877667,20
url,https://www.microsoft.com/en-us/security,legitimate,LEGITIMATE,0,4,,False,allow,True,0.012015149968647165,20
url,https://exams.crescentuniversity.edu.ng/resource/29,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012405249935909524,20
url,https://hostel.crescentuniversity.edu.ng/resource/30,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.014831399948889157,20
url,https://portal.crescentuniversity.edu.ng/resource/31,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.014478650018645567,20
url,https://drive.crescentuniversity.edu.ng/resource/33,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.016389000074923388,20
url,https://portal.crescentuniversity.edu.ng/resource/34,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.015455499897143454,20
url,https://exams.crescentuniversity.edu.ng/resource/35,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.014588150042982306,20
url,https://library.crescentuniversity.edu.ng/resource/37,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012295000078665907,20
url,https://drive.crescentuniversity.edu.ng/resource/38,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012516800097728265,20
url,https://registrar.crescentuniversity.edu.ng/resource/39,legitimate,LEGITIMATE,1,4,U4,False,allow,True,0.012693050030065933,20
landing_page,clean_baseline_portal.html,legitimate,LEGITIMATE,0,4,,False,allow,True,0.008762349898461252,20
landing_page,clean_variant_sso.html,legitimate,LEGITIMATE,0,4,,False,allow,True,0.008161400091921678,20
landing_page,phish_variant_cross_domain_post.html,phishing,PHISHING,4,4,L1,True,reject_submission,True,0.00812364987723413,20
landing_page,phish_variant_hidden_fields.html,phishing,PHISHING,7,4,L1;L2,True,reject_submission,True,0.00770850006119872,20
landing_page,gen_clean_001.html,legitimate,LEGITIMATE,0,4,,False,allow,True,0.007084599974405137,20
landing_page,gen_clean_002.html,legitimate,LEGITIMATE,0,4,,False,allow,True,0.006953250067454064,20
landing_page,gen_clean_003.html,legitimate,LEGITIMATE,0,4,,False,allow,True,0.00706815012563311,20
landing_page,gen_clean_004.html,legitimate,LEGITIMATE,0,4,,False,allow,True,0.006796600018788013,20
landing_page,gen_clean_005.html,legitimate,LEGITIMATE,0,4,,False,allow,True,0.006812049923610175,20
landing_page,gen_clean_006.html,legitimate,LEGITIMATE,0,4,,False,allow,True,0.007279599958565086,20
landing_page,gen_clean_007.html,legitimate,LEGITIMATE,0,4,,False,allow,True,0.0068599998485296965,20
landing_page,gen_clean_008.html,legitimate,LEGITIMATE,0,4,,False,allow,True,0.006954900027267286,20
landing_page,gen_phish_001.html,phishing,PHISHING,7,4,L1;L2,True,reject_submission,True,0.009021600044434308,20
landing_page,gen_phish_002.html,phishing,PHISHING,4,4,L1,True,reject_submission,True,0.007247399980769842,20
landing_page,gen_phish_003.html,phishing,PHISHING,7,4,L1;L2,True,reject_submission,True,0.007596549949084874,20
landing_page,gen_phish_004.html,phishing,PHISHING,4,4,L1,True,reject_submission,True,0.010561249973761733,20
landing_page,gen_phish_005.html,phishing,PHISHING,7,4,L1;L2,True,reject_submission,True,0.007427650007230113,20
landing_page,gen_phish_006.html,phishing,PHISHING,4,4,L1,True,reject_submission,True,0.007100199900378357,20
landing_page,gen_phish_007.html,phishing,PHISHING,7,4,L1;L2,True,reject_submission,True,0.007530350103479577,20
landing_page,gen_phish_008.html,phishing,PHISHING,4,4,L1,True,reject_submission,True,0.007505650137318298,20
